,Results,Prediction,Accuracy,adhy alan cy 140/144,,Results,Prediction,Accuracy,"adhy, alan, cy 108/140",,Results,Prediction,Accuracy,"chris, cy, gerald, 131/140",,Results,Prediction,Accuracy,cy jc jonah 123/140,,Results,Prediction,Accuracy,cy jonah qk 108/140,,,,,
249,cy,cy,0.99971634,Match,249,cy,cy,0.9902304,Match,249,cy,cy,0.9999856,Match,249,cy,cy,0.9976205,Match,249,cy,cy,0.9997074,Match,249,Match,Match,Match,Match
250,cy,cy,0.9995946,Match,250,cy,cy,0.700818,Match,250,cy,cy,0.8530238,Match,250,cy,cy,0.9969394,Match,250,cy,cy,0.99969745,Match,250,Match,Match,Match,Match
251,cy,cy,0.99972564,Match,251,cy,cy,0.9908826,Match,251,cy,cy,0.9793199,Match,251,cy,cy,0.999527,Match,251,cy,cy,0.9997055,Match,251,Match,Match,Match,Match
252,cy,cy,0.9997298,Match,252,cy,cy,0.9998166,Match,252,cy,cy,0.99998546,Match,252,cy,cy,0.9996288,Match,252,cy,cy,0.9996824,Match,252,Match,Match,Match,Match
253,cy,cy,0.99901927,Match,253,cy,cy,0.9998148,Match,253,cy,cy,0.9999851,Match,253,cy,cy,0.99964666,Match,253,cy,cy,0.9995969,Match,253,Match,Match,Match,Match
254,cy,cy,0.9996853,Match,254,cy,cy,0.99981445,Match,254,cy,cy,0.99998546,Match,254,cy,cy,0.9974936,Match,254,cy,cy,0.9990244,Match,254,Match,Match,Match,Match
255,cy,cy,0.9996464,Match,255,cy,cy,0.9998117,Match,255,cy,cy,0.99998105,Match,255,cy,cy,0.99783474,Match,255,cy,cy,0.9992138,Match,255,Match,Match,Match,Match
256,cy,cy,0.9996643,Match,256,cy,cy,0.9997938,Match,256,cy,cy,0.99998415,Match,256,cy,cy,0.9968375,Match,256,cy,cy,0.9995863,Match,256,Match,Match,Match,Match
257,cy,cy,0.99972767,Match,257,cy,cy,0.9998086,Match,257,cy,cy,0.99998546,Match,257,cy,cy,0.9997981,Match,257,cy,cy,0.99955255,Match,257,Match,Match,Match,Match
258,cy,cy,0.99973184,Match,258,cy,cy,0.99981624,Match,258,cy,cy,0.99998546,Match,258,cy,cy,0.9998722,Match,258,cy,cy,0.9997136,Match,258,Match,Match,Match,Match
259,cy,cy,0.99972826,Match,259,cy,cy,0.999811,Match,259,cy,cy,0.99998546,Match,259,cy,cy,0.9998609,Match,259,cy,cy,0.99964464,Match,259,Match,Match,Match,Match
260,cy,cy,0.9997013,Match,260,cy,cy,0.9997596,Match,260,cy,cy,0.99998546,Match,260,cy,cy,0.9998388,Match,260,cy,cy,0.9995648,Match,260,Match,Match,Match,Match
261,cy,cy,0.99973005,Match,261,cy,cy,0.99972564,Match,261,cy,cy,0.9999851,Match,261,cy,cy,0.99983287,Match,261,cy,cy,0.9997131,Match,261,Match,Match,Match,Match
262,cy,cy,0.9997311,Match,262,cy,cy,0.991578,Match,262,cy,cy,0.99998546,Match,262,cy,cy,0.99980325,Match,262,cy,cy,0.99970204,Match,262,Match,Match,Match,Match
263,cy,cy,0.9997321,Match,263,cy,cy,0.99974495,Match,263,cy,cy,0.99998546,Match,263,cy,cy,0.99986506,Match,263,cy,cy,0.99971026,Match,263,Match,Match,Match,Match
264,cy,cy,0.9997279,Match,264,cy,cy,0.9998115,Match,264,cy,cy,0.9999856,Match,264,cy,cy,0.99946517,Match,264,cy,cy,0.9997142,Match,264,Match,Match,Match,Match
265,cy,cy,0.99944144,Match,265,cy,cy,0.9998154,Match,265,cy,cy,0.9999813,Match,265,cy,cy,0.98660755,Match,265,cy,cy,0.99106956,Match,265,Match,Match,Match,Match
266,cy,cy,0.998869,Match,266,cy,cy,0.9998135,Match,266,cy,cy,0.99998546,Match,266,cy,cy,0.99508876,Match,266,cy,cy,0.9997068,Match,266,Match,Match,Match,Match
267,cy,cy,0.999728,Match,267,cy,cy,0.9843886,Match,267,cy,cy,0.99998546,Match,267,cy,cy,0.9998561,Match,267,cy,cy,0.9997044,Match,267,Match,Match,Match,Match
268,cy,cy,0.99950016,Match,268,cy,andy,0.74287677,Nope,268,cy,cy,0.99984896,Match,268,cy,cy,0.96699196,Match,268,cy,cy,0.9989195,Match,268,Nope,Nope,Match,Match
269,cy,cy,0.99972385,Match,269,cy,cy,0.9998148,Match,269,cy,cy,0.99998486,Match,269,cy,cy,0.9952651,Match,269,cy,cy,0.99969506,Match,269,Match,Match,Match,Match
270,cy,cy,0.9997285,Match,270,cy,cy,0.9998056,Match,270,cy,cy,0.99998546,Match,270,cy,cy,0.99983287,Match,270,cy,cy,0.9997181,Match,270,Match,Match,Match,Match
271,cy,cy,0.99883944,Match,271,cy,cy,0.999816,Match,271,cy,cy,0.9999856,Match,271,cy,cy,0.9992157,Match,271,cy,cy,0.982431,Match,271,Match,Match,Match,Match
272,cy,cy,0.8101677,Match,272,cy,cy,0.9998129,Match,272,cy,cy,0.9999852,Match,272,cy,cy,0.9986878,Match,272,cy,cy,0.99971694,Match,272,Match,Match,Match,Match
273,cy,cy,0.99973005,Match,273,cy,cy,0.9924004,Match,273,cy,cy,0.9999852,Match,273,cy,cy,0.9998516,Match,273,cy,cy,0.99971527,Match,273,Match,Match,Match,Match
274,cy,cy,0.97580385,Match,274,cy,cy,0.5063814,Match,274,cy,cy,0.99998534,Match,274,cy,cy,0.99492896,Match,274,cy,cy,0.99950576,Match,274,Match,Match,Match,Match
275,cy,cy,0.9997286,Match,275,cy,cy,0.9998155,Match,275,cy,cy,0.99998546,Match,275,cy,cy,0.9988951,Match,275,cy,cy,0.9997036,Match,275,Match,Match,Match,Match
276,cy,cy,0.99971646,Match,276,cy,cy,0.9998153,Match,276,cy,cy,0.99998546,Match,276,cy,cy,0.99908674,Match,276,cy,cy,0.99971133,Match,276,Match,Match,Match,Match
277,cy,cy,0.99952865,Match,277,cy,cy,0.99981004,Match,277,cy,cy,0.99505377,Match,277,cy,cy,0.99837995,Match,277,cy,cy,0.9978783,Match,277,Match,Match,Match,Match
278,cy,cy,0.9989655,Match,278,cy,cy,0.9997763,Match,278,cy,cy,0.99998486,Match,278,cy,cy,0.9964277,Match,278,cy,cy,0.9997112,Match,278,Match,Match,Match,Match
279,cy,cy,0.99971324,Match,279,cy,cy,0.97843605,Match,279,cy,cy,0.99998546,Match,279,cy,cy,0.9998605,Match,279,cy,cy,0.99970394,Match,279,Match,Match,Match,Match
280,cy,cy,0.9946366,Match,280,cy,cy,0.9998074,Match,280,cy,cy,0.99998343,Match,280,cy,cy,0.9953622,Match,280,cy,cy,0.9990029,Match,280,Match,Match,Match,Match
281,cy,cy,0.9994991,Match,281,cy,cy,0.9997955,Match,281,cy,cy,0.999985,Match,281,cy,cy,0.9939598,Match,281,cy,cy,0.9996909,Match,281,Match,Match,Match,Match
282,cy,cy,0.9997317,Match,282,cy,cy,0.99981636,Match,282,cy,cy,0.9999856,Match,282,cy,cy,0.99986744,Match,282,cy,cy,0.9997067,Match,282,Match,Match,Match,Match
283,cy,cy,0.99971,Match,283,cy,cy,0.99981314,Match,283,cy,cy,0.9999844,Match,283,cy,cy,0.9998635,Match,283,cy,cy,0.999705,Match,283,Match,Match,Match,Match
284,cy,cy,0.9996922,Match,284,cy,cy,0.99980575,Match,284,cy,cy,0.9999856,Match,284,cy,cy,0.99983966,Match,284,cy,cy,0.999703,Match,284,Match,Match,Match,Match
285,cy,cy,0.9997311,Match,285,cy,cy,0.9980356,Match,285,cy,cy,0.99998546,Match,285,cy,cy,0.9998784,Match,285,cy,cy,0.99969995,Match,285,Match,Match,Match,Match
286,cy,cy,0.9996081,Match,286,cy,cy,0.9998153,Match,286,cy,cy,0.9999856,Match,286,cy,cy,0.9997998,Match,286,cy,cy,0.99970454,Match,286,Match,Match,Match,Match
287,cy,cy,0.99971205,Match,287,cy,cy,0.99981433,Match,287,cy,cy,0.99998546,Match,287,cy,cy,0.9997646,Match,287,cy,cy,0.99971074,Match,287,Match,Match,Match,Match
288,gerald,alan,0.99990773,Nope,288,gerald,bryce,0.9997348,Nope,288,gerald,gerald,0.99982965,Match,288,gerald,jc,0.9999794,Nope,288,gerald,qk,0.99888116,Nope,288,Nope,Nope,Nope,Nope
289,gerald,alan,0.9999095,Nope,289,gerald,bryce,0.9997758,Nope,289,gerald,gerald,0.9999497,Match,289,gerald,jc,0.99998057,Nope,289,gerald,qk,0.9996984,Nope,289,Nope,Nope,Nope,Nope
290,gerald,alan,0.9999093,Nope,290,gerald,bryce,0.9997845,Nope,290,gerald,gerald,0.9999471,Match,290,gerald,jc,0.99997973,Nope,290,gerald,qk,0.9996898,Nope,290,Nope,Nope,Nope,Nope
291,gerald,alan,0.9999101,Nope,291,gerald,bryce,0.9997558,Nope,291,gerald,gerald,0.99996567,Match,291,gerald,jc,0.9999807,Nope,291,gerald,qk,0.9996985,Nope,291,Nope,Nope,Nope,Nope
292,gerald,alan,0.99990964,Nope,292,gerald,bryce,0.9997743,Nope,292,gerald,gerald,0.999938,Match,292,gerald,jc,0.9999802,Nope,292,gerald,qk,0.9996953,Nope,292,Nope,Nope,Nope,Nope
293,gerald,alan,0.99990976,Nope,293,gerald,bryce,0.9997806,Nope,293,gerald,gerald,0.9999403,Match,293,gerald,jc,0.99997914,Nope,293,gerald,qk,0.9996829,Nope,293,Nope,Nope,Nope,Nope
294,gerald,alan,0.99989474,Nope,294,gerald,bryce,0.99795806,Nope,294,gerald,gerald,0.9279052,Match,294,gerald,jc,0.99997914,Nope,294,gerald,qk,0.9997123,Nope,294,Nope,Nope,Nope,Nope
295,gerald,alan,0.9999075,Nope,295,gerald,bryce,0.99977225,Nope,295,gerald,gerald,0.99997425,Match,295,gerald,jc,0.99996674,Nope,295,gerald,qk,0.99971265,Nope,295,Nope,Nope,Nope,Nope
296,gerald,alan,0.99990845,Nope,296,gerald,bryce,0.9997881,Nope,296,gerald,gerald,0.99997735,Match,296,gerald,jc,0.99997926,Nope,296,gerald,qk,0.99971265,Nope,296,Nope,Nope,Nope,Nope
297,gerald,alan,0.9999076,Nope,297,gerald,bryce,0.9997887,Nope,297,gerald,gerald,0.99997675,Match,297,gerald,jc,0.99997616,Nope,297,gerald,qk,0.9997123,Nope,297,Nope,Nope,Nope,Nope
298,gerald,alan,0.99990654,Nope,298,gerald,bryce,0.99979526,Nope,298,gerald,gerald,0.9999745,Match,298,gerald,jc,0.99996066,Nope,298,gerald,qk,0.999713,Nope,298,Nope,Nope,Nope,Nope
299,gerald,alan,0.99990904,Nope,299,gerald,bryce,0.999782,Nope,299,gerald,gerald,0.9999708,Match,299,gerald,jc,0.9999795,Nope,299,gerald,qk,0.9997118,Nope,299,Nope,Nope,Nope,Nope
300,gerald,alan,0.9999069,Nope,300,gerald,cy,0.70444846,Nope,300,gerald,gerald,0.9999715,Match,300,gerald,jc,0.99997807,Nope,300,gerald,qk,0.86377805,Nope,300,Nope,Nope,Nope,Nope
301,gerald,alan,0.9999064,Nope,301,gerald,bryce,0.99946195,Nope,301,gerald,gerald,0.99996364,Match,301,gerald,jc,0.9999784,Nope,301,gerald,qk,0.9996904,Nope,301,Nope,Nope,Nope,Nope
302,gerald,alan,0.99990976,Nope,302,gerald,bryce,0.99974304,Nope,302,gerald,gerald,0.999977,Match,302,gerald,jc,0.99997914,Nope,302,gerald,qk,0.99969745,Nope,302,Nope,Nope,Nope,Nope
303,gerald,alan,0.9999014,Nope,303,gerald,bryce,0.99975985,Nope,303,gerald,gerald,0.99997604,Match,303,gerald,jc,0.99998057,Nope,303,gerald,qk,0.99970275,Nope,303,Nope,Nope,Nope,Nope
304,gerald,alan,0.9998988,Nope,304,gerald,bryce,0.9997799,Nope,304,gerald,gerald,0.9999714,Match,304,gerald,jc,0.999979,Nope,304,gerald,qk,0.999701,Nope,304,Nope,Nope,Nope,Nope
305,gerald,alan,0.9999075,Nope,305,gerald,bryce,0.9997706,Nope,305,gerald,gerald,0.99997354,Match,305,gerald,jc,0.9999795,Nope,305,gerald,qk,0.99969506,Nope,305,Nope,Nope,Nope,Nope
306,gerald,alan,0.99990964,Nope,306,gerald,bryce,0.99963486,Nope,306,gerald,gerald,0.9999771,Match,306,gerald,jc,0.9999801,Nope,306,gerald,qk,0.9997086,Nope,306,Nope,Nope,Nope,Nope
307,gerald,alan,0.99990857,Nope,307,gerald,bryce,0.9996013,Nope,307,gerald,gerald,0.9999758,Match,307,gerald,jc,0.99997437,Nope,307,gerald,qk,0.9997148,Nope,307,Nope,Nope,Nope,Nope
308,gerald,alan,0.999908,Nope,308,gerald,bryce,0.99978966,Nope,308,gerald,gerald,0.9999776,Match,308,gerald,jc,0.99997973,Nope,308,gerald,qk,0.9997141,Nope,308,Nope,Nope,Nope,Nope
309,gerald,alan,0.9999051,Nope,309,gerald,bryce,0.9997683,Nope,309,gerald,gerald,0.9999771,Match,309,gerald,jc,0.99997747,Nope,309,gerald,qk,0.9997137,Nope,309,Nope,Nope,Nope,Nope
310,gerald,alan,0.9999068,Nope,310,gerald,bryce,0.99977666,Nope,310,gerald,gerald,0.99997616,Match,310,gerald,jc,0.99997294,Nope,310,gerald,qk,0.9997147,Nope,310,Nope,Nope,Nope,Nope
311,gerald,alan,0.99990916,Nope,311,gerald,bryce,0.99977785,Nope,311,gerald,gerald,0.9999739,Match,311,gerald,jc,0.99997866,Nope,311,gerald,qk,0.9997142,Nope,311,Nope,Nope,Nope,Nope
312,gerald,alan,0.9999083,Nope,312,gerald,cy,0.6142128,Nope,312,gerald,gerald,0.9999658,Match,312,gerald,jc,0.9999807,Nope,312,gerald,qk,0.9997075,Nope,312,Nope,Nope,Nope,Nope
313,gerald,alan,0.9999095,Nope,313,gerald,bryce,0.99973434,Nope,313,gerald,gerald,0.99997556,Match,313,gerald,jc,0.99998176,Nope,313,gerald,qk,0.9997086,Nope,313,Nope,Nope,Nope,Nope
314,gerald,alan,0.99990773,Nope,314,gerald,bryce,0.9997681,Nope,314,gerald,gerald,0.99997616,Match,314,gerald,jc,0.9999808,Nope,314,gerald,qk,0.9997094,Nope,314,Nope,Nope,Nope,Nope
315,gerald,alan,0.99990916,Nope,315,gerald,bryce,0.99977916,Nope,315,gerald,gerald,0.99997556,Match,315,gerald,jc,0.99998176,Nope,315,gerald,qk,0.9997098,Nope,315,Nope,Nope,Nope,Nope
316,gerald,alan,0.9999095,Nope,316,gerald,bryce,0.9997745,Nope,316,gerald,gerald,0.9999757,Match,316,gerald,jc,0.99998176,Nope,316,gerald,qk,0.9997099,Nope,316,Nope,Nope,Nope,Nope
317,gerald,alan,0.99990964,Nope,317,gerald,bryce,0.9997664,Nope,317,gerald,gerald,0.9999653,Match,317,gerald,jc,0.99998105,Nope,317,gerald,qk,0.99971026,Nope,317,Nope,Nope,Nope,Nope
318,gerald,alan,0.9999093,Nope,318,gerald,bryce,0.99952865,Nope,318,gerald,gerald,0.99997747,Match,318,gerald,jc,0.9999807,Nope,318,gerald,qk,0.99970883,Nope,318,Nope,Nope,Nope,Nope
319,gerald,alan,0.9999083,Nope,319,gerald,bryce,0.99889034,Nope,319,gerald,gerald,0.99997723,Match,319,gerald,jc,0.99998,Nope,319,gerald,qk,0.9997141,Nope,319,Nope,Nope,Nope,Nope
320,gerald,alan,0.99967515,Nope,320,gerald,bryce,0.99979216,Nope,320,gerald,gerald,0.9999776,Match,320,gerald,jc,0.9999808,Nope,320,gerald,qk,0.9997124,Nope,320,Nope,Nope,Nope,Nope
321,gerald,alan,0.9999087,Nope,321,gerald,bryce,0.99979705,Nope,321,gerald,gerald,0.99997735,Match,321,gerald,jc,0.99997985,Nope,321,gerald,qk,0.99971324,Nope,321,Nope,Nope,Nope,Nope
322,gerald,alan,0.9998703,Nope,322,gerald,bryce,0.9997942,Nope,322,gerald,gerald,0.99997735,Match,322,gerald,jc,0.99998,Nope,322,gerald,qk,0.9997129,Nope,322,Nope,Nope,Nope,Nope
323,gerald,alan,0.99990845,Nope,323,gerald,bryce,0.9997837,Nope,323,gerald,gerald,0.9999771,Match,323,gerald,jc,0.9999809,Nope,323,gerald,qk,0.9997117,Nope,323,Nope,Nope,Nope,Nope
324,gerald,alan,0.999905,Nope,324,gerald,bryce,0.9987134,Nope,324,gerald,gerald,0.99997663,Match,324,gerald,jc,0.99997926,Nope,324,gerald,qk,0.9997081,Nope,324,Nope,Nope,Nope,Nope
325,gerald,alan,0.9999082,Nope,325,gerald,bryce,0.9977998,Nope,325,gerald,gerald,0.99997497,Match,325,gerald,jc,0.99997354,Nope,325,gerald,qk,0.99971515,Nope,325,Nope,Nope,Nope,Nope
326,gerald,alan,0.99946576,Nope,326,gerald,bryce,0.99965334,Nope,326,gerald,gerald,0.9646823,Match,326,gerald,jc,0.9999794,Nope,326,gerald,qk,0.9997124,Nope,326,Nope,Nope,Nope,Nope
327,gerald,alan,0.99990785,Nope,327,gerald,bryce,0.9997904,Nope,327,gerald,gerald,0.9999752,Match,327,gerald,jc,0.99997556,Nope,327,gerald,qk,0.9997137,Nope,327,Nope,Nope,Nope,Nope
328,gerald,alan,0.999902,Nope,328,gerald,bryce,0.9997917,Nope,328,gerald,gerald,0.99997747,Match,328,gerald,jc,0.9999794,Nope,328,gerald,qk,0.9997131,Nope,328,Nope,Nope,Nope,Nope
329,gerald,alan,0.9994649,Nope,329,gerald,bryce,0.999775,Nope,329,gerald,gerald,0.999977,Match,329,gerald,jc,0.9999778,Nope,329,gerald,qk,0.9997143,Nope,329,Nope,Nope,Nope,Nope
330,gerald,alan,0.9999099,Nope,330,gerald,bryce,0.994547,Nope,330,gerald,gerald,0.9999733,Match,330,gerald,jc,0.99998033,Nope,330,gerald,qk,0.9997062,Nope,330,Nope,Nope,Nope,Nope
331,gerald,alan,0.99990916,Nope,331,gerald,bryce,0.6481651,Nope,331,gerald,gerald,0.99997497,Match,331,gerald,jc,0.99998033,Nope,331,gerald,qk,0.9997147,Nope,331,Nope,Nope,Nope,Nope
332,gerald,alan,0.9999044,Nope,332,gerald,bryce,0.90057415,Nope,332,gerald,gerald,0.9999752,Match,332,gerald,jc,0.99998033,Nope,332,gerald,qk,0.9997118,Nope,332,Nope,Nope,Nope,Nope
333,gerald,alan,0.9999087,Nope,333,gerald,bryce,0.9997814,Nope,333,gerald,gerald,0.9999747,Match,333,gerald,jc,0.9999807,Nope,333,gerald,qk,0.99971324,Nope,333,Nope,Nope,Nope,Nope
334,gerald,alan,0.9999101,Nope,334,gerald,bryce,0.9997191,Nope,334,gerald,gerald,0.99997544,Match,334,gerald,jc,0.99998045,Nope,334,gerald,qk,0.9997136,Nope,334,Nope,Nope,Nope,Nope
335,gerald,alan,0.9999082,Nope,335,gerald,bryce,0.9997836,Nope,335,gerald,gerald,0.99997723,Match,335,gerald,jc,0.9999809,Nope,335,gerald,qk,0.9997137,Nope,335,Nope,Nope,Nope,Nope
336,jc,adhy,0.99403596,Nope,336,jc,bryce,0.99929845,Nope,336,jc,chris,0.9559287,Nope,336,jc,jc,0.96731925,Match,336,jc,qk,0.99970955,Nope,336,Nope,Nope,Nope,Nope
337,jc,alan,0.99869776,Nope,337,jc,cy,0.98700595,Nope,337,jc,gerald,0.97299576,Nope,337,jc,jc,0.99996924,Match,337,jc,qk,0.9996667,Nope,337,Nope,Nope,Nope,Nope
338,jc,adhy,0.80038637,Nope,338,jc,andy,0.8821061,Nope,338,jc,cy,0.89732426,Nope,338,jc,jc,0.9200728,Match,338,jc,qk,0.9997073,Nope,338,Nope,Nope,Nope,Nope
339,jc,alan,0.64350563,Nope,339,jc,bryce,0.9997936,Nope,339,jc,gerald,0.9557583,Nope,339,jc,jc,0.98650604,Match,339,jc,qk,0.99971145,Nope,339,Nope,Nope,Nope,Nope
340,jc,alan,0.8378106,Nope,340,jc,cy,0.9226998,Nope,340,jc,gerald,0.6078594,Nope,340,jc,jc,0.99995947,Match,340,jc,qk,0.9997003,Nope,340,Nope,Nope,Nope,Nope
341,jc,alan,0.9315551,Nope,341,jc,cy,0.6369221,Nope,341,jc,gerald,0.9960601,Nope,341,jc,jc,0.9997774,Match,341,jc,qk,0.9996025,Nope,341,Nope,Nope,Nope,Nope
342,jc,adhy,0.9745001,Nope,342,jc,bryce,0.99949706,Nope,342,jc,chris,0.9935999,Nope,342,jc,jc,0.8982841,Match,342,jc,qk,0.9997116,Nope,342,Nope,Nope,Nope,Nope
343,jc,alan,0.9985846,Nope,343,jc,cy,0.58337826,Nope,343,jc,gerald,0.99955744,Nope,343,jc,jc,0.9999726,Match,343,jc,qk,0.9996954,Nope,343,Nope,Nope,Nope,Nope
344,jc,adhy,0.9990621,Nope,344,jc,andy,0.8686442,Nope,344,jc,chris,0.9955988,Nope,344,jc,jc,0.7534571,Match,344,jc,qk,0.9997093,Nope,344,Nope,Nope,Nope,Nope
345,jc,adhy,0.63137376,Nope,345,jc,bryce,0.99979657,Nope,345,jc,gerald,0.99623233,Nope,345,jc,jc,0.95655036,Match,345,jc,qk,0.9997131,Nope,345,Nope,Nope,Nope,Nope
346,jc,alan,0.99116,Nope,346,jc,cy,0.8320352,Nope,346,jc,gerald,0.9958007,Nope,346,jc,jc,0.99996996,Match,346,jc,qk,0.99970764,Nope,346,Nope,Nope,Nope,Nope
347,jc,adhy,0.6801178,Nope,347,jc,bryce,0.99972993,Nope,347,jc,gerald,0.99994767,Nope,347,jc,jc,0.9999453,Match,347,jc,qk,0.99969494,Nope,347,Nope,Nope,Nope,Nope
348,jc,adhy,0.96212506,Nope,348,jc,bryce,0.9997824,Nope,348,jc,cy,0.86688906,Nope,348,jc,jc,0.9593855,Match,348,jc,qk,0.9997099,Nope,348,Nope,Nope,Nope,Nope
349,jc,adhy,0.9801712,Nope,349,jc,bryce,0.99979526,Nope,349,jc,gerald,0.5247097,Nope,349,jc,jonah,0.97308886,Nope,349,jc,qk,0.99971014,Nope,349,Nope,Nope,Nope,Nope
350,jc,adhy,0.9959715,Nope,350,jc,bryce,0.98426497,Nope,350,jc,cy,0.98529863,Nope,350,jc,jc,0.83288425,Match,350,jc,qk,0.99971074,Nope,350,Nope,Nope,Nope,Nope
351,jc,alan,0.51056516,Nope,351,jc,bryce,0.9997844,Nope,351,jc,gerald,0.99851066,Nope,351,jc,jc,0.98409766,Match,351,jc,qk,0.99971145,Nope,351,Nope,Nope,Nope,Nope
352,jc,alan,0.89238966,Nope,352,jc,bryce,0.99231297,Nope,352,jc,gerald,0.9747629,Nope,352,jc,jc,0.99995077,Match,352,jc,qk,0.9997106,Nope,352,Nope,Nope,Nope,Nope
353,jc,alan,0.69071865,Nope,353,jc,bryce,0.60635483,Nope,353,jc,gerald,0.99725145,Nope,353,jc,jc,0.99551696,Match,353,jc,qk,0.9997009,Nope,353,Nope,Nope,Nope,Nope
354,jc,alan,0.99925166,Nope,354,jc,bryce,0.99960214,Nope,354,jc,gerald,0.99994767,Nope,354,jc,jc,0.9999752,Match,354,jc,qk,0.99966156,Nope,354,Nope,Nope,Nope,Nope
355,jc,alan,0.9999049,Nope,355,jc,bryce,0.99930453,Nope,355,jc,gerald,0.9999658,Nope,355,jc,jc,0.99997795,Match,355,jc,qk,0.99969757,Nope,355,Nope,Nope,Nope,Nope
356,jc,alan,0.99650025,Nope,356,jc,bryce,0.6538058,Nope,356,jc,gerald,0.99779606,Nope,356,jc,jc,0.9999715,Match,356,jc,qk,0.9996847,Nope,356,Nope,Nope,Nope,Nope
357,jc,alan,0.99990475,Nope,357,jc,bryce,0.9997806,Nope,357,jc,gerald,0.99997306,Nope,357,jc,jc,0.99998033,Match,357,jc,qk,0.99970335,Nope,357,Nope,Nope,Nope,Nope
358,jc,alan,0.99990594,Nope,358,jc,cy,0.99504954,Nope,358,jc,gerald,0.999923,Nope,358,jc,jc,0.99998057,Match,358,jc,qk,0.99969745,Nope,358,Nope,Nope,Nope,Nope
359,jc,alan,0.99989724,Nope,359,jc,cy,0.7904158,Nope,359,jc,gerald,0.9999591,Nope,359,jc,jc,0.99997985,Match,359,jc,qk,0.9931519,Nope,359,Nope,Nope,Nope,Nope
360,jc,adhy,0.87453365,Nope,360,jc,bryce,0.9969849,Nope,360,jc,cy,0.84202164,Nope,360,jc,jonah,0.96500844,Nope,360,jc,qk,0.9997042,Nope,360,Nope,Nope,Nope,Nope
361,jc,adhy,0.99909544,Nope,361,jc,bryce,0.9734534,Nope,361,jc,cy,0.8738113,Nope,361,jc,jonah,0.99960285,Nope,361,jc,qk,0.9997043,Nope,361,Nope,Nope,Nope,Nope
362,jc,adhy,0.99972016,Nope,362,jc,bryce,0.99977666,Nope,362,jc,cy,0.9271237,Nope,362,jc,jonah,0.99321246,Nope,362,jc,qk,0.99971014,Nope,362,Nope,Nope,Nope,Nope
363,jc,adhy,0.6036093,Nope,363,jc,cy,0.99914,Nope,363,jc,cy,0.8931903,Nope,363,jc,jc,0.9898671,Match,363,jc,qk,0.9996791,Nope,363,Nope,Match,Nope,Nope
364,jc,cy,0.59225816,Nope,364,jc,cy,0.95140743,Nope,364,jc,cy,0.9697038,Nope,364,jc,jc,0.99772054,Match,364,jc,qk,0.9997068,Nope,364,Match,Match,Nope,Nope
365,jc,adhy,0.9728051,Nope,365,jc,cy,0.86737114,Nope,365,jc,gerald,0.5253408,Nope,365,jc,jc,0.58759415,Match,365,jc,qk,0.99966633,Nope,365,Nope,Nope,Nope,Nope
366,jc,alan,0.6233187,Nope,366,jc,bryce,0.999782,Nope,366,jc,gerald,0.9593795,Nope,366,jc,jc,0.9999697,Match,366,jc,qk,0.9997123,Nope,366,Nope,Nope,Nope,Nope
367,jc,alan,0.64864314,Nope,367,jc,bryce,0.9997764,Nope,367,jc,gerald,0.99978,Nope,367,jc,jc,0.9993426,Match,367,jc,qk,0.9997131,Nope,367,Nope,Nope,Nope,Nope
368,jc,alan,0.69539607,Nope,368,jc,bryce,0.9997944,Nope,368,jc,gerald,0.9989184,Nope,368,jc,jc,0.9999546,Match,368,jc,qk,0.99971324,Nope,368,Nope,Nope,Nope,Nope
369,jc,alan,0.9999044,Nope,369,jc,bryce,0.997621,Nope,369,jc,gerald,0.99996984,Nope,369,jc,jc,0.99998057,Match,369,jc,qk,0.99971396,Nope,369,Nope,Nope,Nope,Nope
370,jc,alan,0.9989685,Nope,370,jc,bryce,0.96958387,Nope,370,jc,gerald,0.99982685,Nope,370,jc,jc,0.99997795,Match,370,jc,qk,0.99971133,Nope,370,Nope,Nope,Nope,Nope
371,jc,alan,0.99944955,Nope,371,jc,bryce,0.9994265,Nope,371,jc,gerald,0.9999616,Nope,371,jc,jc,0.99997914,Match,371,jc,qk,0.9997074,Nope,371,Nope,Nope,Nope,Nope
372,jc,alan,0.9995521,Nope,372,jc,cy,0.8088259,Nope,372,jc,gerald,0.9934721,Nope,372,jc,jc,0.99996567,Match,372,jc,qk,0.99970335,Nope,372,Nope,Nope,Nope,Nope
373,jc,alan,0.99956137,Nope,373,jc,andy,0.67850524,Nope,373,jc,gerald,0.9983034,Nope,373,jc,jc,0.9999553,Match,373,jc,qk,0.99969983,Nope,373,Nope,Nope,Nope,Nope
374,jc,alan,0.99989676,Nope,374,jc,cy,0.6832483,Nope,374,jc,gerald,0.99868196,Nope,374,jc,jc,0.9999323,Match,374,jc,qk,0.99970776,Nope,374,Nope,Nope,Nope,Nope
375,jc,alan,0.99990785,Nope,375,jc,cy,0.9997727,Nope,375,jc,gerald,0.9999323,Nope,375,jc,jc,0.99997973,Match,375,jc,qk,0.99970883,Nope,375,Nope,Nope,Nope,Nope
376,jc,alan,0.8463825,Nope,376,jc,cy,0.9575406,Nope,376,jc,gerald,0.5775069,Nope,376,jc,jc,0.99992657,Match,376,jc,qk,0.99970335,Nope,376,Nope,Nope,Nope,Nope
